name_road;name_ward;type_ward;name_district;type_district;name_province;type_province;;;;
công chúa ngọc hân;Phường 13;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
công lý;Bình Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
công trường dân chủ;Phường 9;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
công trường hòa bình;Phường 19;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
công trường lam sơn;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
công trường mê linh;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
công trường quách thị trang;Bến Thành;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
công trường quốc tế;Phường 6;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
công xã pari;Bến Nghé;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
cù chính lan;Phường 13;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
cù lao;Phường 2;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
cù xá phú lâm;Phường 13;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cư xá bình đông;Phường 15;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cư xá phú lâm b;Phường 13;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cư xá phú lâm d;Phường 10;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cư xá tự do;Phường 7;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
cư xá đồng tiến;Phường 14;Phường;Quận 10;Quận;Hồ Chí Minh;City;;;;
cấu nhà trà;Trường Thọ;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cấu trấn quang cơ;Hiệp Thành;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cấu trấn quang cơ;Đông Thạnh;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầm bá thước;Phường 7;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
cầu;Phường 7;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu;Tân Phú Trung;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu;Tân Thông Hội;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu;Phường 15;Phường;Tân Bình;Quận;Hồ Chí Minh;City;;;;
cầu 15b;Phú Mỹ;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu 15b;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu 15b;Phú Mỹ;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu 15b;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu an hạ 1;Tân Phú Trung;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu an hạ 2;Tân Hiệp;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu an lộc;Phường 17;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
cầu an lộc;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu an phú đông;Phường 5;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
cầu an phú đông 1;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu an phú đông 2;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ba cua;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu ba dinh;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ba pha;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ba thôn;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ba thôn trong;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ba đình;Phường 9;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu bà bếp;Bình Mỹ;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu bà bộ;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu bà chiêm;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu bà cua;Bình Trưng Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bà dạt;An Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bà lát;Lê Minh Xuân;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu bà năm;Đông Thạnh;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu bà sáu;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu bà sắc;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bà the;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bà tiếng;An Lạc;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu bà tát;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu bình lợi;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình lợi cũ;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình phú;Tam Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình phú tay;Tân Thới Nhất;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bình phú tây;Bà Điểm;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu bình phú tây;Bình Hưng Hoà B;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu bình phước 1;Hiệp Bình Phước;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình phước 2;An Phú Đông;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bình phước 2;Hiệp Bình Phước;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình phước 2;An Phú Đông;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bình thuận;Bình Hưng Hoà A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu bình triệu 1;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bình triệu 1;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu bình triệu 2;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu bình điền;An Phú Tây;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu bình điền;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu bông;Phường 1;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu bông;Đa Kao;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
cầu bùi hữu nghĩa;Phường 1;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu bưng;Bình Hưng Hòa;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu bảy nhạo;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu bến cát 1;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bến cát 2;Thới An;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bến mương;Nhuận Đức;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu bến nẩy;Phú Hoà Đông;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu bến phân;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu bến súc;Phú Mỹ Hưng;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu bến đá;Đông Thạnh;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu bộ hành số 3;Phường 13;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu bộ hành số 9;Phường 8;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu calmette;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
cầu chà và;Phường 11;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chà và;Phường 10;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu chánh hưng;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chánh hưng;Phường 9;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chú cua;Bình Mỹ;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu chư y;Phường 3;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chợ cầu 1;Đông Hưng Thuận;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu chợ cầu 2;Phường 14;Phường;Gò Vấp;Quận;Hồ Chí Minh;City;;;;
cầu chợ đệm;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu chợ đệm;Tân Túc;Thị trấn;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu chợ đệm;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu chữ y;Phường 1;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu chữ y;Phường 8;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chữ y;Phường 1;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu chữ y;Phường 8;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu chữ y;Phường 3;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu cá trê;Thủ Thiêm;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cá trê;An Khánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cá trê lớn;An Lợi Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cái trung;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu cái tâm;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu cái tâm;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu công lý;Phường 17;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
cầu công lý;Phường 7;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
cầu cạn;Long Trường;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cạn;Trường Thạnh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cạn;Long Phước;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cạn;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu cả bốn 1;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu cả bốn 2;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu cả cấm;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu cả cấm 1;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu cần giuộc;An Phú Tây;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu cần giuộc;Phường 7;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu cần giuộc;An Phú Tây;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu cần giuộc;Phường 7;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu dây;Hòa Phú;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu dần xây;Long Hoà;Xã;Cần Giờ;Huyện;Hồ Chí Minh;City;;;;
cầu dừa;Đông Thạnh;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu dừa;Phường 5;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu dừa;Phường 2;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu ga 1a;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ga 1b;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu ga 2;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu giao khẩu;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu giáp quạ;Phước Lộc;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu giống ống tố 2;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu giống ống tố 3;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu giồng ông tố;An Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu giồng ông tố 1;Bình Trưng Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu gò dưa;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu gò dưa;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu gò dưa;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu gò dưa;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu him lam;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu hiệp phước;Hiệp Phước;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu hiệp ân 1;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu hiệp ân 2;Phường 11;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu hoàng hoa thám;Phường 3;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu hậu giang;Phường 11;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cầu khách hội;Phường 12;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu khách hội;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
cầu khách hội;Phường 12;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu kinh;Phường 26;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu kinh;Phường 27;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu kinh 1;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kiệu;Phường 17;Phường;Phú Nhuận;Quận;Hồ Chí Minh;City;;;;
cầu kénch t10;Tân Phú Trung;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu kênh 1;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 10;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh 2;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 2;Thủ Thiêm;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kênh 2;An Lợi Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kênh 3;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 4;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 5;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 6;Tân Tạo A;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu kênh 7;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh 8;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh 9;Tân Kiên;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh a;Lê Minh Xuân;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh b;Lê Minh Xuân;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh c;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh c;Lê Minh Xuân;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh c;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh c;Lê Minh Xuân;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh n31a - tl8;Phước Vĩnh An;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu kênh n31a-hl1;Củ Chi;Thị trấn;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu kênh rau răm;Bình Lợi;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu kênh tẻ;Phường 3;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu kênh tẻ;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu kênh tẻ;Phường 3;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu kênh tẻ;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu kênh xáng;Phường 1;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu kỳ hà;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kỳ hà 1;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kỳ hà 2;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kỳ hà 3;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu kỳ hà 4;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu liên phường;Hiệp Bình Chánh;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu long kiểng;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu long thành;Long Phước;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu láng the;Tân Thạnh Tây;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu lê văn sỹ;Phường 13;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
cầu lê văn sỹ;Phường 9;Phường;Quận 3;Quận;Hồ Chí Minh;City;;;;
cầu lôn;An Phú Đông;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu mé;Phường 3;Phường;Quận 11;Quận;Hồ Chí Minh;City;;;;
cầu mương chuối;Phú Xuân;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu mật;Phường 3;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu mống;Nguyễn Thái Bình;Phường;Quận 1;Quận;Hồ Chí Minh;City;;;;
cầu mỹ thủy 1;Cát Lái;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu mỹ thủy 2;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu ngang;Linh Tây;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu nguyễn kiệu;Phường 1;Phường;Quận 4;Quận;Hồ Chí Minh;City;;;;
cầu nguyễn tri phương;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu nguyễn tri phương;Phường 10;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu nguyễn tri phương;Phường 6;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu nguyễn văn cừ;Phường 1;Phường;Quận 5;Quận;Hồ Chí Minh;City;;;;
cầu ngyển bá lân;Thảo Điền;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu ngô chí quốc;Bình Chiểu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu nhị thiên đường;Phường 12;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu nhị thiên đường;Phường 5;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu nước lên;An Lạc;Phường;Bình Tân;Quận;Hồ Chí Minh;City;;;;
cầu phú an;Phường 21;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu phú cường;Bình Mỹ;Xã;Củ Chi;Huyện;Hồ Chí Minh;City;;;;
cầu phú hữu;Phú Hữu;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu phú hữu;Tăng Nhơn Phú B;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu phú long;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu phú mỹ;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu phú mỹ;Thạnh Mỹ Lợi;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu phú mỹ;Tân Phú;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu phú mỹ;Tân Thuận Đông;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu phú mỹ;Phú Thuận;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu phú xuân;Nhà Bè;Thị trấn;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu phú xuân;Phú Mỹ;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu phú xuân;Nhà Bè;Thị trấn;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu phú định;Phường 10;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cầu phước long;Phước Kiển;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu phước lộc;Phước Lộc;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu phước lộc cũ;Phước Lộc;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu ráp;Phường 15;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu rạch bàng;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu rạch bàng 2;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu rạch chiếc;An Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu rạch cát;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu rạch dơi;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu rạch gia;Hưng Long;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu rạch gia;An Phú Đông;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu rạch láng le;An Phú Đông;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu rạch lùng;Linh Đông;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu rạch lăng;Phường 13;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu rạch lăng;Phường 12;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu rạch ngang;Bình Hưng;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu rạch nhảy;Phường 16;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu rạch nhảy;Phường 10;Phường;Quận 6;Quận;Hồ Chí Minh;City;;;;
cầu rạch quản;Thạnh Lộc;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu rạch sâu 1;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu rạch sâu 2;Thạnh Xuân;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu rạch tam;Tân Nhựt;Xã;Bình Chánh;Huyện;Hồ Chí Minh;City;;;;
cầu rạch tra;Đông Thạnh;Xã;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu rạch tôm;Nhơn Đức;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu rạch ông;Tân Hưng;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu rạch ông;Phường 1;Phường;Quận 8;Quận;Hồ Chí Minh;City;;;;
cầu rạch đĩa;Phước Kiển;Xã;Nhà Bè;Huyện;Hồ Chí Minh;City;;;;
cầu rạch đĩa;Tân Phong;Phường;Quận 7;Quận;Hồ Chí Minh;City;;;;
cầu sa;Hiệp Thành;Phường;Quận 12;Quận;Hồ Chí Minh;City;;;;
cầu sa;Hóc Môn;Thị trấn;Hóc Môn;Huyện;Hồ Chí Minh;City;;;;
cầu suối cái;Linh Trung;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu suối cái;Tân Phú;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu suối cái;Linh Trung;Phường;Thủ Đức;Thành phố;Hồ Chí Minh;City;;;;
cầu sài gòn;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
cầu sài gòn 2;Phường 22;Phường;Bình Thạnh;Quận;Hồ Chí Minh;City;;;;
